Parent Item ID,Parent Name,Parent Internal ID,Component Item ID,Component Name,Component Internal ID
K008,ข้าวผัดโบราณ,22530,OPT-0004A,ลดเค็ม,42068
K008,ข้าวผัดโบราณ,22530,OPT-0004B,ไม่กระเทียม,42069
K008,ข้าวผัดโบราณ,22530,OPT-0004C,ไม่ใส่น้ำตาล,42070
K008,ข้าวผัดโบราณ,22530,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K008,ข้าวผัดโบราณ,22530,OPT-0009A,ไม่ใส่พริกไทย,42077
K008,ข้าวผัดโบราณ,22530,OPT-0005A,ไข่ดาวไม่สุก,42168
K008,ข้าวผัดโบราณ,22530,OPT-0005B,ไข่ดาวสุก,42169
K008,ข้าวผัดโบราณ,22530,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K008,ข้าวผัดโบราณ,22530,OPT-0006A,ไม่เอาคะน้า,42073
K008,ข้าวผัดโบราณ,22530,OPT-0006B,ไม่เอาหอมใหญ่,42268
K008,ข้าวผัดโบราณ,22530,OPT-0006C,ไม่เอามะเขือเทศ,42074
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0004A,ลดเค็ม,42068
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0004B,ไม่กระเทียม,42069
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0004C,ไม่ใส่น้ำตาล,42070
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0005A,ไข่ดาวไม่สุก,42168
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0005B,ไข่ดาวสุก,42169
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0006D,ข้าวน้อย,42075
K013,ข้าวกะเพราไก่คาราเกะ,22535,OPT-0007A,ไม่ใส่กะเพรา,42076
K014,มาม่าผัดกะเพราไก่,22536,OPT-0004A,ลดเค็ม,42068
K014,มาม่าผัดกะเพราไก่,22536,OPT-0004B,ไม่กระเทียม,42069
K014,มาม่าผัดกะเพราไก่,22536,OPT-0004C,ไม่ใส่น้ำตาล,42070
K014,มาม่าผัดกะเพราไก่,22536,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K014,มาม่าผัดกะเพราไก่,22536,OPT-0005A,ไข่ดาวไม่สุก,42168
K014,มาม่าผัดกะเพราไก่,22536,OPT-0005B,ไข่ดาวสุก,42169
K014,มาม่าผัดกะเพราไก่,22536,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K014,มาม่าผัดกะเพราไก่,22536,OPT-0007A,ไม่ใส่กะเพรา,42076
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0004A,ลดเค็ม,42068
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0004B,ไม่กระเทียม,42069
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0004C,ไม่ใส่น้ำตาล,42070
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0005A,ไข่ดาวไม่สุก,42168
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0005B,ไข่ดาวสุก,42169
K015,มาม่าต้มยำทรงเครื่อง,22537,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K017,ข้าวผัดอเมริกัน,22539,OPT-0004A,ลดเค็ม,42068
K017,ข้าวผัดอเมริกัน,22539,OPT-0004B,ไม่กระเทียม,42069
K017,ข้าวผัดอเมริกัน,22539,OPT-0004C,ไม่ใส่น้ำตาล,42070
K017,ข้าวผัดอเมริกัน,22539,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K017,ข้าวผัดอเมริกัน,22539,OPT-0005A,ไข่ดาวไม่สุก,42168
K017,ข้าวผัดอเมริกัน,22539,OPT-0005B,ไข่ดาวสุก,42169
K017,ข้าวผัดอเมริกัน,22539,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K017,ข้าวผัดอเมริกัน,22539,OPT-0006A,ไม่เอาคะน้า,42073
K017,ข้าวผัดอเมริกัน,22539,OPT-0006B,ไม่เอาหอมใหญ่,42268
K017,ข้าวผัดอเมริกัน,22539,OPT-0006C,ไม่เอามะเขือเทศ,42074
K018,แกงจืดเต้าหู้หมูสับ,22540,OPT-0004A,ลดเค็ม,42068
K018,แกงจืดเต้าหู้หมูสับ,22540,OPT-0009A,ไม่ใส่พริกไทย,42077
K019,ต้มยำกุ้ง,22541,OPT-0004A,ลดเค็ม,42068
K023,ไข่ดาว,22545,OPT-0005A,ไข่ดาวไม่สุก,42168
K023,ไข่ดาว,22545,OPT-0005B,ไข่ดาวสุก,42169
K023,ไข่ดาว,22545,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K037,ข้าวกะเพราหมูสับ,22559,OPT-0004A,ลดเค็ม,42068
K037,ข้าวกะเพราหมูสับ,22559,OPT-0004B,ไม่กระเทียม,42069
K037,ข้าวกะเพราหมูสับ,22559,OPT-0004C,ไม่ใส่น้ำตาล,42070
K037,ข้าวกะเพราหมูสับ,22559,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K037,ข้าวกะเพราหมูสับ,22559,OPT-0005A,ไข่ดาวไม่สุก,42168
K037,ข้าวกะเพราหมูสับ,22559,OPT-0005B,ไข่ดาวสุก,42169
K037,ข้าวกะเพราหมูสับ,22559,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K037,ข้าวกะเพราหมูสับ,22559,OPT-0006D,ข้าวน้อย,42075
K037,ข้าวกะเพราหมูสับ,22559,OPT-0007A,ไม่ใส่กะเพรา,42076
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0004A,ลดเค็ม,42068
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0004B,ไม่กระเทียม,42069
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0004C,ไม่ใส่น้ำตาล,42070
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0005A,ไข่ดาวไม่สุก,42168
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0005B,ไข่ดาวสุก,42169
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0006D,ข้าวน้อย,42075
K038,ข้าวกะเพราไก่ชิ้น,22560,OPT-0007A,ไม่ใส่กะเพรา,42076
K039,ข้าวไก่กระเทียม,22561,OPT-0004A,ลดเค็ม,42068
K039,ข้าวไก่กระเทียม,22561,OPT-0004C,ไม่ใส่น้ำตาล,42070
K039,ข้าวไก่กระเทียม,22561,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K039,ข้าวไก่กระเทียม,22561,OPT-0005A,ไข่ดาวไม่สุก,42168
K039,ข้าวไก่กระเทียม,22561,OPT-0005B,ไข่ดาวสุก,42169
K039,ข้าวไก่กระเทียม,22561,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K039,ข้าวไก่กระเทียม,22561,OPT-0006D,ข้าวน้อย,42075
K040,ข้าวหมูกระเทียม,22562,OPT-0004A,ลดเค็ม,42068
K040,ข้าวหมูกระเทียม,22562,OPT-0004C,ไม่ใส่น้ำตาล,42070
K040,ข้าวหมูกระเทียม,22562,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K040,ข้าวหมูกระเทียม,22562,OPT-0005A,ไข่ดาวไม่สุก,42168
K040,ข้าวหมูกระเทียม,22562,OPT-0005B,ไข่ดาวสุก,42169
K040,ข้าวหมูกระเทียม,22562,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K040,ข้าวหมูกระเทียม,22562,OPT-0006D,ข้าวน้อย,42075
K041,ข้าวไข่ยู่ยี่,22563,OPT-0004A,ลดเค็ม,42068
K041,ข้าวไข่ยู่ยี่,22563,OPT-0004B,ไม่กระเทียม,42069
K041,ข้าวไข่ยู่ยี่,22563,OPT-0004C,ไม่ใส่น้ำตาล,42070
K041,ข้าวไข่ยู่ยี่,22563,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K041,ข้าวไข่ยู่ยี่,22563,OPT-0009A,ไม่ใส่พริกไทย,42077
K041,ข้าวไข่ยู่ยี่,22563,OPT-0005A,ไข่ดาวไม่สุก,42168
K041,ข้าวไข่ยู่ยี่,22563,OPT-0005B,ไข่ดาวสุก,42169
K041,ข้าวไข่ยู่ยี่,22563,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K041,ข้าวไข่ยู่ยี่,22563,OPT-0006D,ข้าวน้อย,42075
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0004A,ลดเค็ม,42068
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0004B,ไม่กระเทียม,42069
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0004C,ไม่ใส่น้ำตาล,42070
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0005A,ไข่ดาวไม่สุก,42168
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0005B,ไข่ดาวสุก,42169
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0006D,ข้าวน้อย,42075
K042,ข้าวกะเพราดิบเถื่อน (เนื้อโคขุน),22564,OPT-0007A,ไม่ใส่กะเพรา,42076
K043,ข้าวกะเพราเทพหมู,22565,OPT-0004A,ลดเค็ม,42068
K043,ข้าวกะเพราเทพหมู,22565,OPT-0004B,ไม่กระเทียม,42069
K043,ข้าวกะเพราเทพหมู,22565,OPT-0004C,ไม่ใส่น้ำตาล,42070
K043,ข้าวกะเพราเทพหมู,22565,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K043,ข้าวกะเพราเทพหมู,22565,OPT-0005A,ไข่ดาวไม่สุก,42168
K043,ข้าวกะเพราเทพหมู,22565,OPT-0005B,ไข่ดาวสุก,42169
K043,ข้าวกะเพราเทพหมู,22565,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K043,ข้าวกะเพราเทพหมู,22565,OPT-0006D,ข้าวน้อย,42075
K043,ข้าวกะเพราเทพหมู,22565,OPT-0007A,ไม่ใส่กะเพรา,42076
K043,ข้าวกะเพราเทพหมู,22565,OPT-0008A,ไม่เอากุนเชียง,42170
K043,ข้าวกะเพราเทพหมู,22565,OPT-0008B,ไม่เอาหมูยอ,42171
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0004A,ลดเค็ม,42068
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0004B,ไม่กระเทียม,42069
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0004C,ไม่ใส่น้ำตาล,42070
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0005A,ไข่ดาวไม่สุก,42168
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0005B,ไข่ดาวสุก,42169
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0006D,ข้าวน้อย,42075
K045,ข้าวกะเพราเป็ดย่าง,22567,OPT-0007A,ไม่ใส่กะเพรา,42076
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0004A,ลดเค็ม,42068
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0004B,ไม่กระเทียม,42069
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0004C,ไม่ใส่น้ำตาล,42070
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0005A,ไข่ดาวไม่สุก,42168
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0005B,ไข่ดาวสุก,42169
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K046,ข้าวไก่ผัดน้ำมันหอย,22568,OPT-0006D,ข้าวน้อย,42075
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0004A,ลดเค็ม,42068
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0004B,ไม่กระเทียม,42069
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0004C,ไม่ใส่น้ำตาล,42070
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0005A,ไข่ดาวไม่สุก,42168
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0005B,ไข่ดาวสุก,42169
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K047,ข้าวหมูผัดน้ำมันหอย,22569,OPT-0006D,ข้าวน้อย,42075
K062,ผัดไทยหมู,39265,OPT-0004A,ลดเค็ม,42068
K062,ผัดไทยหมู,39265,OPT-0004B,ไม่กระเทียม,42069
K062,ผัดไทยหมู,39265,OPT-0004C,ไม่ใส่น้ำตาล,42070
K062,ผัดไทยหมู,39265,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K063,ผัดไทยไก่,39266,OPT-0004A,ลดเค็ม,42068
K063,ผัดไทยไก่,39266,OPT-0004B,ไม่กระเทียม,42069
K063,ผัดไทยไก่,39266,OPT-0004C,ไม่ใส่น้ำตาล,42070
K063,ผัดไทยไก่,39266,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0004A,ลดเค็ม,42068
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0004B,ไม่กระเทียม,42069
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0004C,ไม่ใส่น้ำตาล,42070
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0005A,ไข่ดาวไม่สุก,42168
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0005B,ไข่ดาวสุก,42169
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0006D,ข้าวน้อย,42075
K064,ข้าวกะเพราหมูสับ + ซุปใส,40263,OPT-0007A,ไม่ใส่กะเพรา,42076
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0004A,ลดเค็ม,42068
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0004B,ไม่กระเทียม,42069
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0004C,ไม่ใส่น้ำตาล,42070
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0005A,ไข่ดาวไม่สุก,42168
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0005B,ไข่ดาวสุก,42169
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0006D,ข้าวน้อย,42075
K065,ข้าวกะเพราไก่ + ซุปใส,40363,OPT-0007A,ไม่ใส่กะเพรา,42076
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0004A,ลดเค็ม,42068
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0004B,ไม่กระเทียม,42069
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0004C,ไม่ใส่น้ำตาล,42070
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0009A,ไม่ใส่พริกไทย,42077
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0005A,ไข่ดาวไม่สุก,42168
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0005B,ไข่ดาวสุก,42169
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K066,ข้าวไข่ยู่ยี่ + ซุปใส,40463,OPT-0006D,ข้าวน้อย,42075
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0004A,ลดเค็ม,42068
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0004C,ไม่ใส่น้ำตาล,42070
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0005A,ไข่ดาวไม่สุก,42168
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0005B,ไข่ดาวสุก,42169
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K067,ข้าวไก่กระเทียม + ซุปใส,40364,OPT-0006D,ข้าวน้อย,42075
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0004A,ลดเค็ม,42068
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0004B,ไม่กระเทียม,42069
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0004C,ไม่ใส่น้ำตาล,42070
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0005A,ไข่ดาวไม่สุก,42168
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0005B,ไข่ดาวสุก,42169
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K068,ข้าวไก่น้ำมันหอย + ซุปใส,40264,OPT-0006D,ข้าวน้อย,42075
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0004A,ลดเค็ม,42068
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0004C,ไม่ใส่น้ำตาล,42070
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0005A,ไข่ดาวไม่สุก,42168
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0005B,ไข่ดาวสุก,42169
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K069,ข้าวหมูกระเทียม + ซุปใส,40464,OPT-0006D,ข้าวน้อย,42075
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0004A,ลดเค็ม,42068
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0004B,ไม่กระเทียม,42069
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0004C,ไม่ใส่น้ำตาล,42070
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0005A,ไข่ดาวไม่สุก,42168
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0005B,ไข่ดาวสุก,42169
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K070,ข้าวหมูน้ำมันหอย + ซุปใส,40265,OPT-0006D,ข้าวน้อย,42075
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0004A,ลดเค็ม,42068
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0004B,ไม่กระเทียม,42069
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0004C,ไม่ใส่น้ำตาล,42070
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0009A,ไม่ใส่พริกไทย,42077
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0005A,ไข่ดาวไม่สุก,42168
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0005B,ไข่ดาวสุก,42169
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0006A,ไม่เอาคะน้า,42073
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0006B,ไม่เอาหอมใหญ่,42268
K071,ข้าวผัดโบราณ + ซุปใส,40465,OPT-0006C,ไม่เอามะเขือเทศ,42074
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0004A,ลดเค็ม,42068
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0004B,ไม่กระเทียม,42069
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0004C,ไม่ใส่น้ำตาล,42070
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0005A,ไข่ดาวไม่สุก,42168
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0005B,ไข่ดาวสุก,42169
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0006D,ข้าวน้อย,42075
K072,ข้าวกะเพราเป็ดย่าง + ซุปใส,40466,OPT-0007A,ไม่ใส่กะเพรา,42076
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0004A,ลดเค็ม,42068
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0004B,ไม่กระเทียม,42069
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0004C,ไม่ใส่น้ำตาล,42070
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0005A,ไข่ดาวไม่สุก,42168
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0005B,ไข่ดาวสุก,42169
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0006D,ข้าวน้อย,42075
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0007A,ไม่ใส่กะเพรา,42076
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0008A,ไม่เอากุนเชียง,42170
K073,ข้าวกะเพราเทพหมู + ซุปใส,40365,OPT-0008B,ไม่เอาหมูยอ,42171
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0004A,ลดเค็ม,42068
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0004B,ไม่กระเทียม,42069
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0004C,ไม่ใส่น้ำตาล,42070
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0005A,ไข่ดาวไม่สุก,42168
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0005B,ไข่ดาวสุก,42169
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0006D,ข้าวน้อย,42075
K074,ข้าวกะเพราไก่คาราอาเกะ + ซุปใส,40366,OPT-0007A,ไม่ใส่กะเพรา,42076
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0004A,ลดเค็ม,42068
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0004B,ไม่กระเทียม,42069
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0004C,ไม่ใส่น้ำตาล,42070
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0005A,ไข่ดาวไม่สุก,42168
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0005B,ไข่ดาวสุก,42169
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0006D,ข้าวน้อย,42075
K075,ข้าวกะเพราดิบเถื่อน + ซุปใส,40467,OPT-0007A,ไม่ใส่กะเพรา,42076
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0004A,ลดเค็ม,42068
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0004B,ไม่กระเทียม,42069
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0004C,ไม่ใส่น้ำตาล,42070
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0005A,ไข่ดาวไม่สุก,42168
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0005B,ไข่ดาวสุก,42169
K077,ข้าวผัดอเมริกัน + ซุปใส,40469,OPT-0005C,ไข่ดาวสุกกรอบ,42072
